url,id,Lng,Lat,Cid,tradeTime,DOM,followers,totalPrice,price,square,livingRoom,drawingRoom,kitchen,bathRoom,floor,buildingType,constructionTime,renovationCondition,buildingStructure,ladderRatio,elevator,fiveYearsProperty,subway,district,communityAverage
https://bj.lianjia.com/chengjiao/101087641313.html,1.01088E+11,116.529489,39.890906,1.11103E+12,24/08/2016,827,95,840,31579,266,4,2,1,3,÷– 4,nan,2006,3,6,0.2,0,0,0,7,57260
https://bj.lianjia.com/chengjiao/101087793667.html,1.01088E+11,116.555729,40.162058,1.11103E+12,03/08/2016,773,74,126,26250,48,1,1,1,1,µ◊ 11,3,2009,3,2,0.333,0,1,0,13,44235
https://bj.lianjia.com/chengjiao/101087805216.html,1.01088E+11,116.47617,39.844869,1.11103E+12,25/08/2016,793,50,948,39832,238,4,2,1,4,µ◊ 3,nan,2004,4,6,0.091,0,1,0,7,46867
https://bj.lianjia.com/chengjiao/101087812155.html,1.01088E+11,116.399018,39.978141,1.11103E+12,17/08/2016,784,65,896,91710,97.7,3,1,1,1,∏ﬂ 6,4,1991,3,2,0.333,0,1,1,10,123002
https://bj.lianjia.com/chengjiao/101087919464.html,1.01088E+11,116.296286,39.870107,1.11103E+12,17/06/2016,706,90,285,35568,80.13,1,1,1,1,∏ﬂ 24,1,2001,4,6,0.222,1,0,1,2,53588
https://bj.lianjia.com/chengjiao/101087921597.html,1.01088E+11,116.32922,39.892447,1.11103E+12,20/09/2016,800,76,360,60607,59.4,2,1,1,1,∏ﬂ 26,1,1990,3,6,0.25,1,0,1,2,59395
https://bj.lianjia.com/chengjiao/101087926378.html,1.01088E+11,116.405549,39.975629,1.11103E+12,22/07/2016,739,39,700,39115,178.96,4,1,1,1,µÕ 23,1,1997,3,6,0.333,1,1,1,7,53730
https://bj.lianjia.com/chengjiao/101087957433.html,1.01088E+11,116.284755,39.93453,1.11103E+12,17/09/2016,790,6,212,32981,64.28,1,0,1,1,÷– 19,1,2009,3,6,0.111,1,0,1,8,70141
https://bj.lianjia.com/chengjiao/101088008763.html,1.01088E+11,116.603852,39.893276,1.11103E+12,20/06/2016,691,130,336,30189,111.3,2,1,1,1,÷– 6,4,2008,4,6,0.167,1,1,0,7,48859
https://bj.lianjia.com/chengjiao/101088050742.html,1.01088E+11,116.284755,39.93453,1.11103E+12,23/08/2016,747,41,174.6,33577,52,1,0,1,1,÷– 19,1,2009,3,6,0.111,1,0,1,8,70141
https://bj.lianjia.com/chengjiao/101088145348.html,1.01088E+11,116.507351,39.934957,1.11104E+12,15/07/2016,690,20,1950,63228,308.41,5,2,1,4,∏ﬂ 18,4,2011,4,6,1,1,0,1,7,101192
https://bj.lianjia.com/chengjiao/101088175163.html,1.01088E+11,116.448302,39.960966,1.11103E+12,28/07/2016,697,276,176,29000,60.69,1,1,1,1,µÕ 25,1,2008,4,6,0.364,1,1,0,7,34966
https://bj.lianjia.com/chengjiao/101088238072.html,1.01088E+11,116.432142,39.902354,1.11103E+12,26/07/2016,681,115,520,87176,59.65,1,1,1,1,÷– 12,3,2005,4,6,0.5,1,1,1,1,95392
https://bj.lianjia.com/chengjiao/101088346049.html,1.01088E+11,116.453712,39.940847,1.11103E+12,04/12/2016,789,84,1580,74999,210.67,4,2,1,3,∏ﬂ 6,4,2000,4,6,0.5,1,1,0,7,82311
https://bj.lianjia.com/chengjiao/101088350722.html,1.01088E+11,116.486595,39.917578,1.11103E+12,25/07/2016,656,17,1150,52668,218.35,4,2,1,2,÷– 14,4,2005,4,6,0.333,1,1,1,7,84981
https://bj.lianjia.com/chengjiao/101088389994.html,1.01088E+11,116.475515,40.008231,1.11103E+12,29/06/2016,622,83,213,36417,58.49,1,0,1,0,÷– 30,3,2004,3,6,0.429,1,0,1,7,50916
https://bj.lianjia.com/chengjiao/101088499424.html,1.01088E+11,116.373014,39.859478,1.11103E+12,27/06/2016,598,119,160,30189,53,1,1,1,1,∏ﬂ 18,1,1998,3,6,0.25,1,1,1,2,59797
https://bj.lianjia.com/chengjiao/101088532737.html,1.01089E+11,116.284755,39.93453,1.11103E+12,30/10/2016,715,13,210,40385,52,1,0,1,1,÷– 19,1,2009,3,6,0.111,1,0,1,8,70141
https://bj.lianjia.com/chengjiao/101088567700.html,1.01089E+11,116.450729,39.977923,1.11104E+12,15/08/2016,630,37,1750,85366,205,3,2,1,2,÷– 27,4,2010,2,6,0.667,1,0,1,7,109848
https://bj.lianjia.com/chengjiao/101088639199.html,1.01089E+11,116.369475,40.069842,1.11103E+12,12/07/2016,580,85,630,39378,159.99,3,2,1,2,÷– 5,4,2004,4,2,0.5,0,1,0,8,67509
https://bj.lianjia.com/chengjiao/101088684632.html,1.01089E+11,116.480923,39.900942,1.11103E+12,20/09/2016,640,31,845,33988,248.62,2,2,1,2,÷– 14,4,2004,4,6,1,1,0,1,7,79235
https://bj.lianjia.com/chengjiao/101088693311.html,1.01089E+11,116.434144,39.892211,1.11103E+12,08/08/2016,594,78,723,65407,110.54,3,1,1,1,∏ﬂ 6,4,1996,4,2,0.333,0,1,1,1,85681
https://bj.lianjia.com/chengjiao/101088710736.html,1.01089E+11,116.376709,39.867222,1.11103E+12,19/06/2016,540,57,240,42165,56.92,2,1,1,1,µÕ 18,1,1996,3,6,0.25,1,0,1,2,58741
https://bj.lianjia.com/chengjiao/101088760253.html,1.01089E+11,116.485296,39.991732,1.11103E+12,27/09/2016,628,268,590,51687,114.15,2,2,1,1,µ◊ 28,1,2001,1,6,0.375,1,0,1,7,53538
https://bj.lianjia.com/chengjiao/101088790489.html,1.01089E+11,116.416572,40.063191,1.11103E+12,08/09/2016,603,19,354.5,50672,69.96,3,1,1,2,÷– 11,3,2010,1,6,0.2,1,0,1,6,45854
https://bj.lianjia.com/chengjiao/101088807471.html,1.01089E+11,116.257104,39.873962,1.11103E+12,28/09/2016,621,138,210,44436,47.26,1,1,1,1,µÕ 9,3,2011,3,6,0.098,1,0,1,2,70205
https://bj.lianjia.com/chengjiao/101088814261.html,1.01089E+11,116.513848,39.875068,1.11103E+12,06/07/2016,535,115,218,29416,74.11,2,1,1,1,∂• 7,4,1993,3,4,0.25,0,1,1,7,45332
https://bj.lianjia.com/chengjiao/101088853537.html,1.01089E+11,116.257104,39.873962,1.11103E+12,21/08/2016,573,62,140,25455,55,1,0,1,1,µÕ 9,3,2011,4,6,0.098,1,0,1,2,70205
https://bj.lianjia.com/chengjiao/101088861935.html,1.01089E+11,116.567579,40.076173,1.11103E+12,30/08/2016,580,114,340,24029,141.5,3,2,1,2,÷– 12,3,2004,4,2,0.25,1,1,0,13,39895
https://bj.lianjia.com/chengjiao/101088891732.html,1.01089E+11,116.493655,39.905367,1.11103E+12,26/08/2016,569,212,540,58888,91.7,2,2,1,1,∂• 27,1,2006,4,6,0.429,1,1,1,7,65499
https://bj.lianjia.com/chengjiao/101088892021.html,1.01089E+11,116.297022,39.788637,1.11103E+12,25/06/2016,507,52,110,27195,40.45,1,1,1,1,∂• 7,4,2002,3,2,0.5,0,1,0,4,44170
https://bj.lianjia.com/chengjiao/101088892742.html,1.01089E+11,116.232365,40.235529,1.11103E+12,03/08/2016,546,6,170,22078,77,2,1,1,1,µÕ 6,4,Œ¥÷™,1,2,0.333,0,1,0,6,35347
https://bj.lianjia.com/chengjiao/101088952846.html,1.01089E+11,116.4388,40.054941,1.11103E+12,28/07/2016,516,76,340,64151,53,1,1,1,1,÷– 17,3,2011,4,6,0.174,1,0,1,7,77695
https://bj.lianjia.com/chengjiao/101088955000.html,1.01089E+11,116.190634,39.768886,1.11105E+12,05/08/2016,524,77,245,30625,80,2,1,1,1,µÕ 9,4,2012,4,6,0.5,1,0,1,5,44647
https://bj.lianjia.com/chengjiao/101088957270.html,1.01089E+11,116.330345,39.984336,1.11103E+12,14/08/2016,533,114,610,103566,58.9,2,1,1,1,÷– 6,4,1989,4,2,0.333,0,0,1,8,114107
https://bj.lianjia.com/chengjiao/101088978810.html,1.01089E+11,116.254212,40.216336,1.11103E+12,22/07/2016,507,27,224.5,19026,118,2,2,1,2,∂• 6,4,1998,3,2,0.5,0,1,0,6,38062
https://bj.lianjia.com/chengjiao/101089021124.html,1.01089E+11,116.60292,39.909042,1.11104E+12,30/08/2016,540,94,435,49505,87.87,2,1,1,1,µÕ 18,3,2011,1,6,0.667,1,0,0,7,54019
https://bj.lianjia.com/chengjiao/101089027493.html,1.01089E+11,116.324898,39.891441,1.11103E+12,05/09/2016,544,47,410,53178,77.1,3,1,1,1,÷– 24,1,1991,3,6,0.25,1,1,1,2,62231
https://bj.lianjia.com/chengjiao/101089054456.html,1.01089E+11,116.232119,40.223852,1.11103E+12,04/09/2016,539,41,240,28784,83.38,1,1,1,1,÷– 15,1,2009,3,6,0.143,1,0,1,6,41887
https://bj.lianjia.com/chengjiao/101089054589.html,1.01089E+11,116.683117,40.127185,1.11103E+12,26/08/2016,530,61,470,32879,142.95,3,2,1,2,µ◊ 5,4,2004,4,2,0.5,1,1,0,13,37937
https://bj.lianjia.com/chengjiao/101089103671.html,1.01089E+11,116.45831,39.923422,1.11103E+12,24/08/2016,520,67,355,57677,61.55,1,0,1,1,÷– 29,1,2008,4,6,0.231,1,1,1,7,75090
https://bj.lianjia.com/chengjiao/101089110617.html,1.01089E+11,116.422479,40.06389,1.11103E+12,31/07/2016,494,59,190,31240,60.82,1,1,1,1,∂• 19,1,2004,3,6,0.15,1,1,1,6,43211
https://bj.lianjia.com/chengjiao/101089111776.html,1.01089E+11,116.254212,40.216336,1.11103E+12,31/08/2016,526,41,321,20523,156.41,3,1,1,2,∂• 5,4,2001,4,6,0.25,0,0,0,6,38062
https://bj.lianjia.com/chengjiao/101089111787.html,1.01089E+11,116.318694,40.087485,1.11103E+12,04/07/2016,467,65,350,27853,125.66,3,1,1,2,÷– 9,4,2008,3,6,0.5,1,1,0,6,36774
https://bj.lianjia.com/chengjiao/101089141634.html,1.01089E+11,116.164506,39.731851,1.11103E+12,12/08/2016,503,64,198,20625,96,3,1,1,1,∏ﬂ 6,4,2004,3,2,0.5,0,1,1,5,32095
https://bj.lianjia.com/chengjiao/101089143804.html,1.01089E+11,116.665923,40.186753,1.11103E+12,31/08/2016,523,51,500,44147,113.26,3,2,1,2,µ◊ 11,4,2012,4,6,0.333,1,0,0,13,43947
https://bj.lianjia.com/chengjiao/101089159752.html,1.01089E+11,116.314388,39.972347,1.11103E+12,19/08/2016,508,18,655,43149,151.8,2,1,1,1,µÕ 22,1,1998,3,6,0.286,1,1,1,8,75591
https://bj.lianjia.com/chengjiao/101089172903.html,1.01089E+11,116.378537,39.879671,1.11103E+12,09/12/2016,618,79,1135,61968,183.16,4,1,1,2,∂• 18,3,2003,1,6,0.286,1,0,1,10,93400
https://bj.lianjia.com/chengjiao/101089178771.html,1.01089E+11,116.284755,39.93453,1.11103E+12,22/03/2017,721,117,280,67470,41.5,1,0,1,1,∂• 19,1,2009,4,6,0.111,1,0,1,8,70141
https://bj.lianjia.com/chengjiao/101089182209.html,1.01089E+11,116.413046,40.056407,1.11103E+12,15/07/2016,470,110,346,34992,98.88,4,1,1,2,∂• 5,4,1998,3,4,0.5,0,1,0,6,47772
https://bj.lianjia.com/chengjiao/101089194921.html,1.01089E+11,116.559275,40.113935,1.11103E+12,22/01/2017,659,81,530,26100,203.07,6,2,1,2,∏ﬂ 6,4,1998,4,6,0.5,0,1,0,13,42336
https://bj.lianjia.com/chengjiao/101089200824.html,1.01089E+11,116.474383,39.902184,1.11103E+12,29/06/2016,451,43,406,63577,63.86,1,1,1,1,µÕ 16,3,2007,4,6,0.25,1,0,1,7,91192
https://bj.lianjia.com/chengjiao/101089201040.html,1.01089E+11,116.384103,39.972885,1.11103E+12,15/08/2016,498,213,642,89665,71.6,2,1,1,1,∏ﬂ 13,3,1993,1,2,0.222,1,0,0,10,129541
https://bj.lianjia.com/chengjiao/101089205931.html,1.01089E+11,116.497474,39.810115,1.11103E+12,07/07/2016,459,266,165,29741,55.48,1,1,1,1,∏ﬂ 24,1,2009,4,6,0.25,1,0,1,3,54282
https://bj.lianjia.com/chengjiao/101089228515.html,1.01089E+11,116.403304,39.891691,1.11103E+12,31/08/2016,511,176,400,66879,59.81,1,1,1,1,∏ﬂ 9,3,2002,4,6,0.167,1,1,1,10,73910
https://bj.lianjia.com/chengjiao/101089261829.html,1.01089E+11,116.386555,40.0865,1.11103E+12,28/07/2016,474,83,200,41667,48,1,0,1,1,∏ﬂ 9,4,2009,4,6,0.333,1,1,0,6,47574
https://bj.lianjia.com/chengjiao/101089263686.html,1.01089E+11,116.364028,39.870465,1.11103E+12,27/06/2016,442,93,200,48310,41.4,1,1,1,1,µÕ 6,4,1990,3,2,0.333,0,0,0,2,62103
https://bj.lianjia.com/chengjiao/101089274066.html,1.01089E+11,116.461949,40.003018,1.11103E+12,24/06/2016,438,64,845,43772,193.05,4,2,1,3,∏ﬂ 17,3,2003,4,6,0.5,1,1,1,7,60653
https://bj.lianjia.com/chengjiao/101089277356.html,1.01089E+11,116.483319,39.915337,1.11103E+12,23/07/2016,466,82,300,43809,68.48,3,1,1,1,÷– 14,1,1994,4,6,0.143,1,1,1,7,76001
https://bj.lianjia.com/chengjiao/101089285872.html,1.01089E+11,116.516087,39.923147,1.11103E+12,27/07/2016,469,35,225,40910,55,1,0,1,1,∏ﬂ 9,1,2005,4,6,0.25,1,1,0,7,60134
https://bj.lianjia.com/chengjiao/101089299536.html,1.01089E+11,116.555729,40.162058,1.11103E+12,10/08/2016,481,18,395,44887,88,3,4,1,3,µ◊ 6,4,2009,3,4,0.5,0,0,0,13,44235
https://bj.lianjia.com/chengjiao/101089301967.html,1.01089E+11,116.444356,39.932936,1.11103E+12,29/12/2016,622,110,392.5,83582,46.96,1,0,1,1,÷– 17,1,2003,4,6,0.4,1,0,1,7,83273
https://bj.lianjia.com/chengjiao/101089305679.html,1.01089E+11,116.517555,39.872965,1.11103E+12,17/07/2016,456,80,200,33406,59.87,2,1,1,1,∂• 6,4,1984,4,2,0.333,0,1,0,7,46571
https://bj.lianjia.com/chengjiao/101089310257.html,1.01089E+11,116.472165,39.903144,1.11104E+12,13/08/2016,482,195,300,50092,59.89,2,1,1,1,µ◊ 6,4,1992,4,2,0.333,0,0,1,7,60994
https://bj.lianjia.com/chengjiao/101089311219.html,1.01089E+11,116.471754,40.02946,1.11103E+12,12/09/2016,513,93,510,75333,67.7,1,2,1,1,÷– 28,1,2009,3,6,0.333,1,1,1,7,76292
https://bj.lianjia.com/chengjiao/101089313287.html,1.01089E+11,116.249496,40.221791,1.11103E+12,08/08/2016,477,70,102,24286,42,1,1,1,1,∂• 6,4,1989,3,2,0.333,0,1,1,6,37612
https://bj.lianjia.com/chengjiao/101089314023.html,1.01089E+11,116.309431,39.842691,1.11103E+12,06/07/2016,444,30,288,41728,69.02,1,1,1,1,µÕ 26,1,2006,3,6,0.3,1,0,1,2,58879
https://bj.lianjia.com/chengjiao/101089317588.html,1.01089E+11,116.330357,39.692063,1.11104E+12,07/09/2016,506,48,468,22076,212,4,2,1,1,µ◊ 15,4,2014,2,6,0.5,1,0,1,4,43597
https://bj.lianjia.com/chengjiao/101089326506.html,1.01089E+11,116.43164,39.904426,1.11103E+12,30/07/2016,466,88,450,59761,75.3,2,1,1,1,∏ﬂ 16,3,2006,2,6,0.25,1,0,1,1,86302
https://bj.lianjia.com/chengjiao/101089340814.html,1.01089E+11,116.400717,40.088094,1.11105E+12,08/08/2016,472,12,873,35289,247.39,4,2,1,3,µ◊ 2,nan,2000,4,4,1,0,0,0,6,45306
https://bj.lianjia.com/chengjiao/101089346705.html,1.01089E+11,116.4388,40.054941,1.11103E+12,21/07/2016,454,61,475,70381,67.49,2,1,1,2,÷– 17,3,2012,4,6,0.174,1,0,1,7,77695
https://bj.lianjia.com/chengjiao/101089355491.html,1.01089E+11,116.457699,39.944441,1.11104E+12,20/06/2016,421,65,240,40000,60,1,0,1,1,÷– 5,3,2010,4,6,0.128,1,0,1,7,79727
https://bj.lianjia.com/chengjiao/101089360053.html,1.01089E+11,116.249496,40.221791,1.11103E+12,26/07/2016,457,4,360,24507,146.9,3,2,1,2,µÕ 7,4,Œ¥÷™,4,2,0.5,0,1,0,6,37612
https://bj.lianjia.com/chengjiao/101089374928.html,1.01089E+11,116.425063,40.044097,1.11103E+12,18/12/2016,598,162,202,39608,51,1,1,1,1,÷– 13,3,2011,3,6,0.182,1,1,1,7,52870
https://bj.lianjia.com/chengjiao/101089379130.html,1.01089E+11,116.334817,39.884391,1.11103E+12,03/07/2016,430,136,240,70589,34,1,1,1,2,∂• 18,4,2009,4,6,0.222,1,0,0,10,53521
https://bj.lianjia.com/chengjiao/101089385519.html,1.01089E+11,116.22946,40.228274,1.11103E+12,21/09/2016,509,33,265,30566,86.7,2,1,1,1,∏ﬂ 6,4,1996,4,4,0.333,0,0,1,6,34346
https://bj.lianjia.com/chengjiao/101089392872.html,1.01089E+11,116.509143,39.925387,1.11103E+12,19/07/2016,443,44,355,40909,86.78,2,2,1,1,µÕ 33,1,2011,3,6,0.3,1,0,1,7,56336
https://bj.lianjia.com/chengjiao/101089394353.html,1.01089E+11,116.474014,39.913424,1.11103E+12,29/10/2016,545,62,389,63771,61,2,1,1,1,µ◊ 14,3,1985,3,6,0.125,1,0,1,7,66280
https://bj.lianjia.com/chengjiao/101089395900.html,1.01089E+11,116.606151,40.051276,1.11103E+12,22/01/2017,629,172,300,29127,103,3,1,1,1,∂• 6,4,1998,4,2,0.5,0,1,0,7,38468
https://bj.lianjia.com/chengjiao/101089402286.html,1.01089E+11,116.399693,39.972072,1.11103E+12,11/09/2016,495,92,509,67678,75.21,2,1,1,1,∏ﬂ 16,4,1992,4,6,0.158,1,1,1,7,71985
https://bj.lianjia.com/chengjiao/101089403910.html,1.01089E+11,116.560389,40.094933,1.11103E+12,04/09/2016,487,78,340,25000,136,3,2,1,2,∂• 6,4,2000,3,2,0.5,0,1,1,13,45162
https://bj.lianjia.com/chengjiao/101089414178.html,1.01089E+11,116.368804,39.873549,1.11103E+12,13/07/2016,433,39,307,51167,60,2,1,1,1,÷– 6,4,1989,3,2,0.5,0,0,0,2,60129
https://bj.lianjia.com/chengjiao/101089420888.html,1.01089E+11,116.154608,39.726495,1.11103E+12,27/07/2016,446,15,199.5,22167,90,2,1,1,1,∏ﬂ 15,4,2010,2,6,0.25,1,0,0,5,35310
https://bj.lianjia.com/chengjiao/101089421723.html,1.01089E+11,116.679737,40.219508,1.11105E+12,09/10/2016,519,13,798,26600,300,4,2,1,2,µ◊ 4,nan,2013,1,6,0.5,1,0,0,13,27425
https://bj.lianjia.com/chengjiao/101089423790.html,1.01089E+11,116.16608,39.771077,1.11103E+12,30/09/2016,511,264,210.5,32377,65,1,1,1,1,∂• 11,1,2011,4,6,0.167,1,0,0,5,34373
https://bj.lianjia.com/chengjiao/101089425490.html,1.01089E+11,116.372222,39.880938,1.11103E+12,15/09/2016,495,34,900,56250,160,5,2,1,2,∂• 6,4,1999,1,2,0.5,0,0,1,10,93339
https://bj.lianjia.com/chengjiao/101089426628.html,1.01089E+11,116.422211,40.011387,1.11103E+12,24/07/2016,442,16,298,35059,85,1,1,1,1,µÕ 22,3,2009,1,6,0.19,1,0,1,7,40470
https://bj.lianjia.com/chengjiao/101089427161.html,1.01089E+11,116.605035,40.051164,1.11103E+12,19/09/2016,499,72,230,25843,89,3,1,1,1,∂• 6,4,1992,1,4,0.5,0,0,0,7,39605
https://bj.lianjia.com/chengjiao/101089429949.html,1.01089E+11,116.317831,40.039,1.11103E+12,12/09/2016,492,33,1388,53799,258,5,2,1,3,∂• 6,4,1998,4,2,0.5,0,0,0,8,85111
https://bj.lianjia.com/chengjiao/101089437193.html,1.01089E+11,116.259318,40.217911,1.11103E+12,08/07/2016,424,14,257,23364,110,2,1,1,1,∏ﬂ 6,4,1996,1,2,0.5,0,0,0,6,36436
https://bj.lianjia.com/chengjiao/101089443304.html,1.01089E+11,116.227892,39.780755,1.11103E+12,26/09/2016,503,19,296,27664,107,3,1,1,1,∏ﬂ 6,4,2003,3,2,0.5,0,0,0,5,31653
https://bj.lianjia.com/chengjiao/101089448850.html,1.01089E+11,116.52387,39.923283,1.11103E+12,16/07/2016,430,3,470,32794,143.32,1,0,0,0,÷– 32,1,Œ¥÷™,3,6,0.5,1,1,1,7,30864
https://bj.lianjia.com/chengjiao/101089461652.html,1.01089E+11,116.238792,39.852889,1.11103E+12,11/07/2016,423,29,208,31288,66.48,1,1,1,1,∂• 6,4,2004,1,2,0.5,0,1,0,2,43567
https://bj.lianjia.com/chengjiao/101089473568.html,1.01089E+11,116.47773,40.002156,1.11103E+12,07/09/2016,479,61,650,49243,132,4,1,1,2,µÕ 26,1,1997,4,6,0.25,1,1,1,7,60348
https://bj.lianjia.com/chengjiao/101089476924.html,1.01089E+11,116.508181,39.807662,1.11103E+12,27/08/2016,468,96,127,26805,47.38,1,1,0,1,∂• 16,1,2008,3,6,0.2,1,1,1,3,28609
https://bj.lianjia.com/chengjiao/101089476930.html,1.01089E+11,116.508181,39.807662,1.11103E+12,29/08/2016,470,154,145,27272,53.17,1,1,0,0,∂• 16,1,2008,3,6,0.2,1,0,1,3,28609
https://bj.lianjia.com/chengjiao/101089477638.html,1.01089E+11,116.437251,39.962363,1.11103E+12,28/06/2016,408,132,270,51292,52.64,2,1,1,1,∂• 5,4,1979,4,2,0.333,0,1,1,7,65898
https://bj.lianjia.com/chengjiao/101089483523.html,1.01089E+11,116.351677,39.980567,1.11103E+12,24/08/2016,463,76,348,58000,60,1,1,1,1,µ◊ 18,1,1998,3,6,0.2,1,1,1,8,74710
https://bj.lianjia.com/chengjiao/101089484653.html,1.01089E+11,116.364028,39.870465,1.11103E+12,11/07/2016,420,130,248,45091,55,2,1,1,1,∂• 6,4,1990,4,2,0.5,0,1,0,2,62103
https://bj.lianjia.com/chengjiao/101089513302.html,1.0109E+11,116.471203,39.876684,1.11103E+12,05/09/2016,471,128,475,34971,135.83,3,1,1,2,µÕ 22,1,1998,3,6,0.25,1,1,1,7,54180
https://bj.lianjia.com/chengjiao/101089520667.html,1.0109E+11,116.164506,39.731851,1.11103E+12,23/08/2016,457,129,188,21600,87.04,2,1,1,1,÷– 6,4,2004,3,2,0.5,0,1,1,5,32095
https://bj.lianjia.com/chengjiao/101089520817.html,1.0109E+11,116.268601,39.933567,1.11103E+12,26/06/2016,399,63,610,64956,93.91,2,2,1,2,÷– 9,4,2003,4,6,0.333,1,1,0,8,91180
https://bj.lianjia.com/chengjiao/101089545387.html,1.0109E+11,116.511545,39.904464,1.11103E+12,30/12/2016,581,243,210,42000,50,1,1,1,1,∂• 17,1,2010,4,6,0.105,1,1,1,7,59025
https://bj.lianjia.com/chengjiao/101089555304.html,1.0109E+11,116.342088,39.749733,1.11103E+12,19/06/2016,385,263,220,30051,73.21,2,1,1,1,÷– 6,4,1992,4,2,0.5,0,1,1,4,41149
https://bj.lianjia.com/chengjiao/101089555890.html,1.0109E+11,116.250662,39.910338,1.11103E+12,12/07/2016,409,21,283,44116,64.15,2,1,1,1,÷– 5,4,1981,4,2,0.333,0,1,1,9,56659
https://bj.lianjia.com/chengjiao/101089562461.html,1.0109E+11,116.227892,39.780755,1.11103E+12,17/08/2016,443,88,210,22341,94,2,2,1,1,∂• 6,4,2005,1,2,0.5,0,1,0,5,31653
https://bj.lianjia.com/chengjiao/101089567635.html,1.0109E+11,116.28592,39.935122,1.11103E+12,06/07/2016,400,80,580,46512,124.7,3,2,1,1,∂• 6,4,1998,3,2,0.5,0,1,0,8,67445
https://bj.lianjia.com/chengjiao/101089567756.html,1.0109E+11,116.451239,39.960643,1.11103E+12,26/07/2016,420,51,677,40759,166.1,3,1,1,1,µÕ 14,3,2002,3,6,0.2,1,0,0,7,58862
https://bj.lianjia.com/chengjiao/101089570285.html,1.0109E+11,116.117019,39.93386,1.11105E+12,31/08/2016,455,114,153,24252,63.09,2,1,1,1,∂• 6,4,1990,4,2,0.333,0,1,0,12,39381
https://bj.lianjia.com/chengjiao/101089570888.html,1.0109E+11,116.456102,39.931183,1.11103E+12,07/07/2016,400,24,345,56651,60.9,2,1,1,1,µ◊ 5,4,1976,3,2,0.333,0,1,1,7,74171
https://bj.lianjia.com/chengjiao/101089573433.html,1.0109E+11,116.4471,39.879796,1.11103E+12,20/06/2016,383,51,1120,77242,145,3,2,1,2,÷– 17,4,2004,3,6,0.5,1,1,1,1,75950
https://bj.lianjia.com/chengjiao/101089574003.html,1.0109E+11,116.122354,39.937384,1.11103E+12,01/08/2016,424,80,251.5,25464,98.77,3,1,1,1,∂• 6,4,2001,3,2,0.5,0,1,0,12,36358
https://bj.lianjia.com/chengjiao/101089574437.html,1.0109E+11,116.117724,39.941152,1.11105E+12,30/09/2016,484,32,460,27480,167.4,4,2,1,2,∂• 6,4,2005,4,2,0.5,0,0,0,12,39492
https://bj.lianjia.com/chengjiao/101089575068.html,1.0109E+11,116.231747,40.230104,1.11104E+12,28/07/2016,420,6,190,20041,94.81,2,2,1,1,÷– 6,4,1996,3,2,0.5,0,0,0,6,33179
https://bj.lianjia.com/chengjiao/101089575602.html,1.0109E+11,116.119651,39.934504,1.11103E+12,26/09/2016,480,46,380,22755,167,4,2,1,2,∂• 6,4,2004,3,2,0.5,0,0,0,12,39294
